Longitude,Latitude,geometry
-120.95605217499542,41.50223805753765,POINT (-120.95605217499542 41.50223805753765)
-114.82175648567402,38.88106115853665,POINT (-114.82175648567402 38.88106115853665)
-122.64512242272282,40.69924144573004,POINT (-122.64512242272282 40.69924144573004)
-121.2753872517535,41.07608479336035,POINT (-121.2753872517535 41.07608479336035)
-116.39016198756148,41.710001767068306,POINT (-116.39016198756148 41.710001767068306)
-117.23847970158474,36.29882008007432,POINT (-117.23847970158474 36.29882008007432)
-119.54872786115628,41.63232040972429,POINT (-119.54872786115628 41.63232040972429)
-123.40679831581475,38.18536800709013,POINT (-123.40679831581475 38.18536800709013)
-116.20674213973545,36.0361880281614,POINT (-116.20674213973545 36.0361880281614)
-118.59062900507632,35.43008319514926,POINT (-118.59062900507632 35.43008319514926)
-120.415290787224,39.22241930139427,POINT (-120.415290787224 39.22241930139427)
-119.49585708710683,38.63851445967022,POINT (-119.49585708710683 38.63851445967022)
-118.90078197598467,36.913867887346754,POINT (-118.90078197598467 36.913867887346754)
-121.53363127557553,37.06329222631884,POINT (-121.53363127557553 37.06329222631884)
-123.14559893601118,38.77078089032551,POINT (-123.14559893601118 38.77078089032551)
-119.42543717320918,41.7322160262489,POINT (-119.42543717320918 41.7322160262489)
-121.82601329130212,35.492772427581045,POINT (-121.82601329130212 35.492772427581045)
-123.62427380322532,34.621235200764914,POINT (-123.62427380322532 34.621235200764914)
-118.90035484732087,38.74494161447135,POINT (-118.90035484732087 38.74494161447135)
-115.73115100077825,36.36666380294051,POINT (-115.73115100077825 36.36666380294051)
-114.57249999014591,33.2635650388757,POINT (-114.57249999014591 33.2635650388757)
-120.42693518048252,35.60052627636482,POINT (-120.42693518048252 35.60052627636482)
-119.8643468146531,35.39665095037839,POINT (-119.8643468146531 35.39665095037839)
-124.04139516972393,35.65182891816245,POINT (-124.04139516972393 35.65182891816245)
-117.05821686999819,36.35897380404736,POINT (-117.05821686999819 36.35897380404736)
-118.22889049070164,37.75276271541247,POINT (-118.22889049070164 37.75276271541247)
-121.63066972940354,37.30163103325102,POINT (-121.63066972940354 37.30163103325102)
-123.31833411134,39.29338664560394,POINT (-123.31833411134 39.29338664560394)
-119.05136621735465,36.566276189902766,POINT (-119.05136621735465 36.566276189902766)
-119.64216692624439,41.905966273734556,POINT (-119.64216692624439 41.905966273734556)
-123.81955203579307,34.928617679399586,POINT (-123.81955203579307 34.928617679399586)
-117.4025418183894,36.54631112378714,POINT (-117.4025418183894 36.54631112378714)
-121.14773048523467,40.739174786220104,POINT (-121.14773048523467 40.739174786220104)
-117.99107506160688,36.76430504320334,POINT (-117.99107506160688 36.76430504320334)
-116.24421192414577,32.671753682883256,POINT (-116.24421192414577 32.671753682883256)
-122.00919331152076,39.81667917057167,POINT (-122.00919331152076 39.81667917057167)
-122.87652773487183,36.20249689256344,POINT (-122.87652773487183 36.20249689256344)
-117.70702630364048,40.57321742266702,POINT (-117.70702630364048 40.57321742266702)
-116.55814267681777,35.80375192378813,POINT (-116.55814267681777 35.80375192378813)
-123.77643361286749,33.68062022667859,POINT (-123.77643361286749 33.68062022667859)
-116.44973009107804,39.80650090650085,POINT (-116.44973009107804 39.80650090650085)
-117.01880942341195,40.79985396774896,POINT (-117.01880942341195 40.79985396774896)
-114.6577569178699,34.16754598187273,POINT (-114.6577569178699 34.16754598187273)
-118.4768574016309,32.88595720673706,POINT (-118.4768574016309 32.88595720673706)
-121.45125114594997,37.66340401267365,POINT (-121.45125114594997 37.66340401267365)
-122.3172320982975,37.771669895561,POINT (-122.3172320982975 37.771669895561)
-116.55711667577097,37.47287429943174,POINT (-116.55711667577097 37.47287429943174)
-120.03455148722702,41.90360298920087,POINT (-120.03455148722702 41.90360298920087)
-121.11251253255192,37.80829042505652,POINT (-121.11251253255192 37.80829042505652)
-118.86621243004656,40.876646334881315,POINT (-118.86621243004656 40.876646334881315)
-117.94833672559292,34.26130467337156,POINT (-117.94833672559292 34.26130467337156)
-118.43856332189881,37.649871696550804,POINT (-118.43856332189881 37.649871696550804)
-115.44501003434476,35.36934995845429,POINT (-115.44501003434476 35.36934995845429)
-116.8737664842244,34.8336673900427,POINT (-116.8737664842244 34.8336673900427)
-121.98452577563825,35.20016611602778,POINT (-121.98452577563825 35.20016611602778)
-121.55992787660375,37.71980584269076,POINT (-121.55992787660375 37.71980584269076)
-121.83677329322713,40.98272697422425,POINT (-121.83677329322713 40.98272697422425)
-120.64984933975637,35.02999129024615,POINT (-120.64984933975637 35.02999129024615)
-115.68013063468736,34.99264983335018,POINT (-115.68013063468736 34.99264983335018)
-116.92964822440129,38.01058130891665,POINT (-116.92964822440129 38.01058130891665)
-114.65694146390646,41.548673060493705,POINT (-114.65694146390646 41.548673060493705)
-117.70982404266104,33.82445976149899,POINT (-117.70982404266104 33.82445976149899)
-116.64720158352267,37.71016631528764,POINT (-116.64720158352267 37.71016631528764)
-115.89924346317127,34.34451354446078,POINT (-115.89924346317127 34.34451354446078)
-122.3153778955176,40.28380570601175,POINT (-122.3153778955176 40.28380570601175)
-122.5950680159697,37.474272057984294,POINT (-122.5950680159697 37.474272057984294)
-120.19789274742755,32.61418353638155,POINT (-120.19789274742755 32.61418353638155)
-119.58155573225788,39.824289953186984,POINT (-119.58155573225788 39.824289953186984)
-117.66138083793462,40.40526599221505,POINT (-117.66138083793462 40.40526599221505)
-114.85254115196037,33.94810688028234,POINT (-114.85254115196037 33.94810688028234)
-115.67493204735132,34.49412585314435,POINT (-115.67493204735132 34.49412585314435)
-123.83582019446062,41.842935028937376,POINT (-123.83582019446062 41.842935028937376)
-119.56096311107093,40.608438037100164,POINT (-119.56096311107093 40.608438037100164)
-115.3276837985643,37.58104054743706,POINT (-115.3276837985643 37.58104054743706)
-119.42409928020584,36.91677257736182,POINT (-119.42409928020584 36.91677257736182)
-120.44876254198138,36.62673923669051,POINT (-120.44876254198138 36.62673923669051)
-122.67098162378507,38.16172442711475,POINT (-122.67098162378507 38.16172442711475)
-116.3066338321093,40.629043688325886,POINT (-116.3066338321093 40.629043688325886)
-123.78363487350686,33.661312599954,POINT (-123.78363487350686 33.661312599954)
-124.40672781044789,32.76016065858793,POINT (-124.40672781044789 32.76016065858793)
-120.11472157252167,36.530444331790214,POINT (-120.11472157252167 36.530444331790214)
-116.1311581796527,33.954093802658114,POINT (-116.1311581796527 33.954093802658114)
-114.73091881350827,39.073633194949885,POINT (-114.73091881350827 39.073633194949885)
-121.39717513929332,32.76326045153438,POINT (-121.39717513929332 32.76326045153438)
-116.5435427758096,38.211500410883936,POINT (-116.5435427758096 38.211500410883936)
-115.22985460024483,38.77831359240505,POINT (-115.22985460024483 38.77831359240505)
-114.42074519697042,35.34345037425641,POINT (-114.42074519697042 35.34345037425641)
-123.57708055146358,36.89634129239494,POINT (-123.57708055146358 36.89634129239494)
-115.37724719668292,40.84622825820443,POINT (-115.37724719668292 40.84622825820443)
-122.31925611067288,34.58520078479943,POINT (-122.31925611067288 34.58520078479943)
-119.40912684871685,34.09852645891795,POINT (-119.40912684871685 34.09852645891795)
-122.19200591880465,37.51053267947806,POINT (-122.19200591880465 37.51053267947806)
-114.56224442920787,41.03712422189395,POINT (-114.56224442920787 41.03712422189395)
-118.72232216685501,41.68373719600718,POINT (-118.72232216685501 41.68373719600718)
-116.45064622886584,38.62895193172044,POINT (-116.45064622886584 38.62895193172044)
-123.06031789314763,41.40889195406841,POINT (-123.06031789314763 41.40889195406841)
-118.47879147715672,41.83108836529532,POINT (-118.47879147715672 41.83108836529532)
-115.05154816027526,39.5596164211052,POINT (-115.05154816027526 39.5596164211052)
-124.18367737730857,35.0180274279878,POINT (-124.18367737730857 35.0180274279878)
-123.00772176130829,40.06915570433846,POINT (-123.00772176130829 40.06915570433846)
-118.51517046278548,32.582732078521644,POINT (-118.51517046278548 32.582732078521644)
-115.7492041498401,37.70144385045002,POINT (-115.7492041498401 37.70144385045002)
-119.89052276806397,38.09944632917878,POINT (-119.89052276806397 38.09944632917878)
-115.73626564962389,39.33460769796969,POINT (-115.73626564962389 39.33460769796969)
-114.60554059458376,34.8461824731934,POINT (-114.60554059458376 34.8461824731934)
-123.71984722715787,35.29957255776802,POINT (-123.71984722715787 35.29957255776802)
-116.66718296550417,35.71762029350031,POINT (-116.66718296550417 35.71762029350031)
-124.26081049576305,32.89781940207362,POINT (-124.26081049576305 32.89781940207362)
-116.7448771717994,35.32065496514768,POINT (-116.7448771717994 35.32065496514768)
-120.44826117659098,38.38225166079693,POINT (-120.44826117659098 38.38225166079693)
-122.21862457507626,38.60354114165366,POINT (-122.21862457507626 38.60354114165366)
-121.369259814635,34.227128222112384,POINT (-121.369259814635 34.227128222112384)
-117.70967439486816,38.177978325284094,POINT (-117.70967439486816 38.177978325284094)
-124.36634770578681,37.493849824900224,POINT (-124.36634770578681 37.493849824900224)
-114.28246922553473,38.305250122871755,POINT (-114.28246922553473 38.305250122871755)
-122.1981130767254,33.64740058818417,POINT (-122.1981130767254 33.64740058818417)
-123.8316195278292,39.14345676713861,POINT (-123.8316195278292 39.14345676713861)
-117.47125249277948,34.34475375990405,POINT (-117.47125249277948 34.34475375990405)
-120.94034413588567,38.59892215416843,POINT (-120.94034413588567 38.59892215416843)
-121.8498914555451,38.27045677512241,POINT (-121.8498914555451 38.27045677512241)
-115.73730652997342,39.1249567933956,POINT (-115.73730652997342 39.1249567933956)
-116.61982215901992,41.23945564831521,POINT (-116.61982215901992 41.23945564831521)
-123.76558941054978,34.021030935904925,POINT (-123.76558941054978 34.021030935904925)
-118.07885470336636,32.74828650789902,POINT (-118.07885470336636 32.74828650789902)
-116.57764137597444,37.39599679859737,POINT (-116.57764137597444 37.39599679859737)
-122.37935663146203,32.96892361009446,POINT (-122.37935663146203 32.96892361009446)
-122.61919120324286,39.852984360116366,POINT (-122.61919120324286 39.852984360116366)
-119.78131125005851,33.668359142476596,POINT (-119.78131125005851 33.668359142476596)
-116.35776433652318,41.714638526119174,POINT (-116.35776433652318 41.714638526119174)
-121.82497037570009,38.26841907111001,POINT (-121.82497037570009 38.26841907111001)
-114.40459147127568,35.853984522879536,POINT (-114.40459147127568 35.853984522879536)
-120.99515994481253,41.14082154562241,POINT (-120.99515994481253 41.14082154562241)
-116.50696477252717,36.872639176728356,POINT (-116.50696477252717 36.872639176728356)
-114.98430127175357,36.553741166876264,POINT (-114.98430127175357 36.553741166876264)
-124.12656631673919,33.12663854720577,POINT (-124.12656631673919 33.12663854720577)
-118.51139899837807,37.75747284208522,POINT (-118.51139899837807 37.75747284208522)
-119.04477188773095,32.605040152040395,POINT (-119.04477188773095 32.605040152040395)
-121.74592908749904,41.51114983126997,POINT (-121.74592908749904 41.51114983126997)
-120.28215698665527,41.58389142030129,POINT (-120.28215698665527 41.58389142030129)
-121.54670634218638,41.88216728750984,POINT (-121.54670634218638 41.88216728750984)
-116.91957068362571,35.48468998024369,POINT (-116.91957068362571 35.48468998024369)
-120.8714914817957,39.15558378681931,POINT (-120.8714914817957 39.15558378681931)
-117.23113046038722,36.32653374187408,POINT (-117.23113046038722 36.32653374187408)
-118.78290793881975,35.810386927805865,POINT (-118.78290793881975 35.810386927805865)
-116.23209812239597,36.773686974745196,POINT (-116.23209812239597 36.773686974745196)
-117.41290763475507,34.565142624558845,POINT (-117.41290763475507 34.565142624558845)
-124.08289538198432,36.448627050139464,POINT (-124.08289538198432 36.448627050139464)
-115.38136953741954,32.7784406165188,POINT (-115.38136953741954 32.7784406165188)
-121.59554781409147,32.62558832420088,POINT (-121.59554781409147 32.62558832420088)
-122.34761195552406,35.76137712392509,POINT (-122.34761195552406 35.76137712392509)
-115.81862226200785,35.18354190976176,POINT (-115.81862226200785 35.18354190976176)
-119.00764763738898,32.91764391505233,POINT (-119.00764763738898 32.91764391505233)
-115.67674390688296,38.16420430591611,POINT (-115.67674390688296 38.16420430591611)
-120.49954396941862,40.78019280753489,POINT (-120.49954396941862 40.78019280753489)
-116.57468577473779,32.87419227920726,POINT (-116.57468577473779 32.87419227920726)
-119.13146028661744,39.31388174122868,POINT (-119.13146028661744 39.31388174122868)
-116.46968522815136,34.201671831628836,POINT (-116.46968522815136 34.201671831628836)
-119.47652993449039,41.68580111011301,POINT (-119.47652993449039 41.68580111011301)
-122.34333345944428,41.562780085807105,POINT (-122.34333345944428 41.562780085807105)
-116.76946726682748,37.63901051502171,POINT (-116.76946726682748 37.63901051502171)
-120.12647795697346,40.54599830150419,POINT (-120.12647795697346 40.54599830150419)
-124.24292964310625,38.79854144944524,POINT (-124.24292964310625 38.79854144944524)
-123.75313738608408,39.24450965925445,POINT (-123.75313738608408 39.24450965925445)
-114.30906155306319,35.91092412463462,POINT (-114.30906155306319 35.91092412463462)
-123.49906206892534,36.87918741393065,POINT (-123.49906206892534 36.87918741393065)
-123.30566800751187,38.176672333189984,POINT (-123.30566800751187 38.176672333189984)
-122.8942056904716,39.67497433332552,POINT (-122.8942056904716 39.67497433332552)
-122.80914571881632,36.78082552978435,POINT (-122.80914571881632 36.78082552978435)
-115.71160615100344,40.51819339698508,POINT (-115.71160615100344 40.51819339698508)
-123.88210300496715,33.11152936297555,POINT (-123.88210300496715 33.11152936297555)
-118.98096038717433,38.42161032308589,POINT (-118.98096038717433 38.42161032308589)
-124.0933380887159,34.27932526645011,POINT (-124.0933380887159 34.27932526645011)
-118.64824303411297,34.89638002587034,POINT (-118.64824303411297 34.89638002587034)
-120.10365583836774,41.64990050106113,POINT (-120.10365583836774 41.64990050106113)
-118.87149493673708,34.75095218038876,POINT (-118.87149493673708 34.75095218038876)
-123.72677955636996,33.26980641242519,POINT (-123.72677955636996 33.26980641242519)
-114.36486348044257,34.72903572273696,POINT (-114.36486348044257 34.72903572273696)
-124.34140667655062,39.02984791981738,POINT (-124.34140667655062 39.02984791981738)
-119.61986359203104,32.906819622521596,POINT (-119.61986359203104 32.906819622521596)
-122.7832453535165,41.93944753823173,POINT (-122.7832453535165 41.93944753823173)
-116.55135200449743,34.495710744213994,POINT (-116.55135200449743 34.495710744213994)
-115.90512885537902,36.50605594934392,POINT (-115.90512885537902 36.50605594934392)
-123.69113671905995,33.16995280298189,POINT (-123.69113671905995 33.16995280298189)
-116.00474951093459,36.87328982374565,POINT (-116.00474951093459 36.87328982374565)
-114.6257665442139,33.35902836437342,POINT (-114.6257665442139 33.35902836437342)
-124.13034799404852,33.2945910085803,POINT (-124.13034799404852 33.2945910085803)
-122.49917755516454,39.946978138665955,POINT (-122.49917755516454 39.946978138665955)
-117.11815847544199,38.703401034407904,POINT (-117.11815847544199 38.703401034407904)
-120.3481621884881,37.06398142570976,POINT (-120.3481621884881 37.06398142570976)
-121.91972011306807,41.56889326515461,POINT (-121.91972011306807 41.56889326515461)
-121.549593312054,35.13362087638104,POINT (-121.549593312054 35.13362087638104)
-122.35299302480621,32.75594026140189,POINT (-122.35299302480621 32.75594026140189)
-117.0965625233539,33.80785750289423,POINT (-117.0965625233539 33.80785750289423)
-117.51840895670087,33.292360951103326,POINT (-117.51840895670087 33.292360951103326)
-123.48045546311437,36.959247681230316,POINT (-123.48045546311437 36.959247681230316)
-121.43177205771288,39.1866034891698,POINT (-121.43177205771288 39.1866034891698)
-114.59481290295965,40.769767985227446,POINT (-114.59481290295965 40.769767985227446)
-117.08209923114686,40.49157065938212,POINT (-117.08209923114686 40.49157065938212)
-119.63551415037556,32.77905405507221,POINT (-119.63551415037556 32.77905405507221)
-117.6482623128493,33.028089823518116,POINT (-117.6482623128493 33.028089823518116)
-122.02586243233321,34.87633268983766,POINT (-122.02586243233321 34.87633268983766)
-124.02019535825166,37.66683943219032,POINT (-124.02019535825166 37.66683943219032)
-116.57183757708074,36.467901870644866,POINT (-116.57183757708074 36.467901870644866)
-124.31973827364818,39.742390507567215,POINT (-124.31973827364818 39.742390507567215)
-117.94193432650196,38.97021162279769,POINT (-117.94193432650196 38.97021162279769)
-119.62834306974459,36.616794267339934,POINT (-119.62834306974459 36.616794267339934)
-119.62675627166524,41.658485446360785,POINT (-119.62675627166524 41.658485446360785)
-120.7851865314639,37.65100276826789,POINT (-120.7851865314639 37.65100276826789)
-115.90058877242649,33.33892572282161,POINT (-115.90058877242649 33.33892572282161)
-124.36836642766531,33.24102986512413,POINT (-124.36836642766531 33.24102986512413)
-119.43338080700242,36.864737488795654,POINT (-119.43338080700242 36.864737488795654)
-119.89608566808188,41.28996305835176,POINT (-119.89608566808188 41.28996305835176)
-118.47431247250552,38.91144780565293,POINT (-118.47431247250552 38.91144780565293)
-123.64700402076858,37.54315661263435,POINT (-123.64700402076858 37.54315661263435)
-115.68591213944538,37.41066588956255,POINT (-115.68591213944538 37.41066588956255)
-123.31112918834675,39.93493618033363,POINT (-123.31112918834675 39.93493618033363)
-114.46956316367948,40.49798324645981,POINT (-114.46956316367948 40.49798324645981)
-123.70239713558655,36.38899957658256,POINT (-123.70239713558655 36.38899957658256)
-122.38717075467991,37.57896996379088,POINT (-122.38717075467991 37.57896996379088)
-121.22120905998105,39.12995327146598,POINT (-121.22120905998105 39.12995327146598)
-119.88185960349409,41.20677374585331,POINT (-119.88185960349409 41.20677374585331)
-119.57513212756696,38.2812231504818,POINT (-119.57513212756696 38.2812231504818)
-116.58363510233325,37.84407159326207,POINT (-116.58363510233325 37.84407159326207)
-120.68759994895736,37.55777216244597,POINT (-120.68759994895736 37.55777216244597)
-116.38732147278766,35.46132733160445,POINT (-116.38732147278766 35.46132733160445)
-117.98926390625788,33.115515122289715,POINT (-117.98926390625788 33.115515122289715)
-124.30656851543037,34.63967819680404,POINT (-124.30656851543037 34.63967819680404)
-119.76975150740533,35.963333500182,POINT (-119.76975150740533 35.963333500182)
-124.13316910962996,41.51411164230062,POINT (-124.13316910962996 41.51411164230062)
-115.23578745910093,40.08709566544852,POINT (-115.23578745910093 40.08709566544852)
-123.80996029756847,36.87657563388908,POINT (-123.80996029756847 36.87657563388908)
-114.49634380390681,39.19509867254622,POINT (-114.49634380390681 39.19509867254622)
-120.80882453629054,38.33274272483639,POINT (-120.80882453629054 38.33274272483639)
-121.98318175831187,41.32397723862318,POINT (-121.98318175831187 41.32397723862318)
-120.34551097088739,38.1733731840278,POINT (-120.34551097088739 38.1733731840278)
-115.50704236290765,40.70173033832799,POINT (-115.50704236290765 40.70173033832799)
-116.1583534996392,40.66289396068372,POINT (-116.1583534996392 40.66289396068372)
-118.9113083207178,33.248647322096204,POINT (-118.9113083207178 33.248647322096204)
-119.88845602330916,37.395068869051464,POINT (-119.88845602330916 37.395068869051464)
-121.64593604131976,39.50472214350564,POINT (-121.64593604131976 39.50472214350564)
-114.58246349862713,34.50941692440824,POINT (-114.58246349862713 34.50941692440824)
-115.28372266860042,36.83994179102904,POINT (-115.28372266860042 36.83994179102904)
-116.52327088695168,34.315361361553926,POINT (-116.52327088695168 34.315361361553926)
-114.22563718766615,36.15928795536411,POINT (-114.22563718766615 36.15928795536411)
-122.71677848734814,38.70949887214839,POINT (-122.71677848734814 38.70949887214839)
-122.02428220674959,39.21396000318978,POINT (-122.02428220674959 39.21396000318978)
-116.66095869706402,32.5445635563139,POINT (-116.66095869706402 32.5445635563139)
-122.83152380563519,39.74498848207956,POINT (-122.83152380563519 39.74498848207956)
-114.34094648093236,38.40441206761388,POINT (-114.34094648093236 38.40441206761388)
-114.54576116142361,34.42083880115428,POINT (-114.54576116142361 34.42083880115428)
-119.36971193434601,38.321601409211326,POINT (-119.36971193434601 38.321601409211326)
-119.55381302921721,40.91992443877034,POINT (-119.55381302921721 40.91992443877034)
-114.30739416289549,38.11071160331144,POINT (-114.30739416289549 38.11071160331144)
-118.02234537912098,33.45462410200231,POINT (-118.02234537912098 33.45462410200231)
-117.14482907899688,41.916035019470925,POINT (-117.14482907899688 41.916035019470925)
-118.9330158476056,34.55606730937549,POINT (-118.9330158476056 34.55606730937549)
-122.37210022703074,35.17857162023919,POINT (-122.37210022703074 35.17857162023919)
-117.83568393250911,38.14965166696153,POINT (-117.83568393250911 38.14965166696153)
-115.62857775456203,35.212455494150575,POINT (-115.62857775456203 35.212455494150575)
-116.89618468210881,38.6177527939813,POINT (-116.89618468210881 38.6177527939813)
-114.98025173985562,39.98493490200224,POINT (-114.98025173985562 39.98493490200224)
-123.88664587838412,33.27670837263582,POINT (-123.88664587838412 33.27670837263582)
-121.94399341676721,41.83515653442603,POINT (-121.94399341676721 41.83515653442603)
-121.7264421194799,35.0955167340847,POINT (-121.7264421194799 35.0955167340847)
-124.39228740065613,33.445616812390455,POINT (-124.39228740065613 33.445616812390455)
-122.76771318943331,37.97867927721301,POINT (-122.76771318943331 37.97867927721301)
-119.61700542559909,38.08337085193784,POINT (-119.61700542559909 38.08337085193784)
-122.45342184703547,35.288455158351155,POINT (-122.45342184703547 35.288455158351155)
-117.56103702249708,40.17274950967183,POINT (-117.56103702249708 40.17274950967183)
-117.23740408544965,38.334694619411266,POINT (-117.23740408544965 38.334694619411266)
-118.01800568908834,37.64910522116401,POINT (-118.01800568908834 37.64910522116401)
-123.04738390380987,34.751274875740556,POINT (-123.04738390380987 34.751274875740556)
-120.17398037103739,35.90992429218034,POINT (-120.17398037103739 35.90992429218034)
-118.30469482963221,33.87279710277608,POINT (-118.30469482963221 33.87279710277608)
-114.80542928044497,33.17817460483589,POINT (-114.80542928044497 33.17817460483589)
-123.66610855999616,32.668194104718125,POINT (-123.66610855999616 32.668194104718125)
-123.86425900458308,35.98016149571285,POINT (-123.86425900458308 35.98016149571285)
-119.84411607456471,33.32840275091569,POINT (-119.84411607456471 33.32840275091569)
-118.36679840340061,36.763168815956085,POINT (-118.36679840340061 36.763168815956085)
-117.7736008863924,38.09535612430673,POINT (-117.7736008863924 38.09535612430673)
-124.04098235572513,32.932247619175925,POINT (-124.04098235572513 32.932247619175925)
-115.97979280287927,35.433776476447285,POINT (-115.97979280287927 35.433776476447285)
-118.14477080738122,40.55912022715712,POINT (-118.14477080738122 40.55912022715712)
-116.32900447951899,38.26636034125994,POINT (-116.32900447951899 38.26636034125994)
-115.31728749872734,36.40329297493803,POINT (-115.31728749872734 36.40329297493803)
-116.37523975297049,32.85716739643199,POINT (-116.37523975297049 32.85716739643199)
-114.67708480082777,37.45656979930242,POINT (-114.67708480082777 37.45656979930242)
-121.41995086216555,34.421808193911765,POINT (-121.41995086216555 34.421808193911765)
-118.82631079462693,34.855342208029,POINT (-118.82631079462693 34.855342208029)
-119.86561025779763,32.89394252888859,POINT (-119.86561025779763 32.89394252888859)
-123.19189638283326,38.20395007014366,POINT (-123.19189638283326 38.20395007014366)
-115.09808353936646,35.09877463526194,POINT (-115.09808353936646 35.09877463526194)
-118.81563734317747,39.650675736480856,POINT (-118.81563734317747 39.650675736480856)
-117.36746539639464,38.471702619495424,POINT (-117.36746539639464 38.471702619495424)
-121.62678445756843,33.611789323574975,POINT (-121.62678445756843 33.611789323574975)
-114.54118070422506,40.97428602631575,POINT (-114.54118070422506 40.97428602631575)
-118.51840116225786,41.29297123232618,POINT (-118.51840116225786 41.29297123232618)
-122.72296219587544,38.15947011062268,POINT (-122.72296219587544 38.15947011062268)
-118.1183778978253,41.985399013082414,POINT (-118.1183778978253 41.985399013082414)
-120.76412675629496,36.697294932962485,POINT (-120.76412675629496 36.697294932962485)
-120.25390275422272,34.76845321021435,POINT (-120.25390275422272 34.76845321021435)
-120.77008009059762,40.48191109311825,POINT (-120.77008009059762 40.48191109311825)
-122.05973568268443,38.576252731342365,POINT (-122.05973568268443 38.576252731342365)
-123.25438266994972,35.85803033664616,POINT (-123.25438266994972 35.85803033664616)
-116.05450361253912,36.63963347511302,POINT (-116.05450361253912 36.63963347511302)
-114.78838327395682,35.21392471006158,POINT (-114.78838327395682 35.21392471006158)
-115.79568372702852,40.38927734790852,POINT (-115.79568372702852 40.38927734790852)
-116.08834203110356,38.18628837013149,POINT (-116.08834203110356 38.18628837013149)
-114.74301631297827,32.76686099807059,POINT (-114.74301631297827 32.76686099807059)
-119.25952733221932,32.81725856242476,POINT (-119.25952733221932 32.81725856242476)
